CFSAUID,PRUID_fire,PRNAME_fire,LANDAREA_fire,num_wildfires,total_area_burned,avg_area_burned,years_with_fires,fires_per_100km2,burned_percent,PRUID_wind,PRNAME_wind,LANDAREA_wind,num_wind_events,num_tornadoes,avg_max_wind,max_max_wind,avg_path_length_km,avg_path_width_m,wind_events_per_100km2
P0H,35,Ontario,18206.2677,9,3895.0,432.77777777777777,3,0.04943352557646947,21.393731346705398,35,Ontario,18206.2677,12,6,156.42857142857142,190.0,10.663333333333334,405.0,0.06591136743529262
P0J,35,Ontario,8531.4233,6,28318.0,4719.666666666667,5,0.0703282417131969,331.9258581390517,35,Ontario,8531.4233,7,3,150.0,190.0,10.186666666666667,470.0,0.08204961533206305
P0K,35,Ontario,14618.404,9,45777.0,5086.333333333333,7,0.06156622843369221,313.1463598899031,35,Ontario,14618.404,18,13,152.30769230769232,190.0,6.394615384615384,428.46153846153845,0.12313245686738442
P0L,35,Ontario,126824.8916,75,83431.910239435,1112.4254698591335,19,0.059136656104187044,65.78512245259826,35,Ontario,126824.8916,12,7,160.0,190.0,5.861428571428571,327.14285714285717,0.009461864976669928
P0M,35,Ontario,63926.0532,31,73071.9,2357.158064516129,11,0.04849353033420183,114.30691610412136,35,Ontario,63926.0532,13,7,161.66666666666666,190.0,13.084285714285715,330.0,0.020335996591762058
P0N,35,Ontario,1654.6428,2,141.0,70.5,2,0.12087200935452654,8.521476659494121,35,Ontario,1654.6428,4,1,143.75,190.0,2.41,170.0,0.24174401870905307
P0P,35,Ontario,4663.9828,2,128.0,64.0,2,0.04288180479567807,2.7444355069233963,35,Ontario,4663.9828,3,0,,,,,0.0643227071935171
P0R,35,Ontario,9014.5396,2,1645.0,822.5,2,0.022186379879012345,18.248297450487655,35,Ontario,9014.5396,14,4,157.69230769230768,190.0,5.1125,330.0,0.15530465915308642
P0S,35,Ontario,13260.6608,6,7098.0,1183.0,6,0.04524661395456251,53.526744308247444,35,Ontario,13260.6608,6,2,149.0,170.0,8.165000000000001,740.0,0.04524661395456251
P0T,35,Ontario,94591.9474,189,365403.729,1933.3530634920635,21,0.1998055914852642,386.2947524008793,35,Ontario,94591.9474,33,19,162.5,190.0,10.588333333333333,461.1111111111111,0.03488669057679216
P0V,35,Ontario,374847.0227,616,1764165.554,2863.9051201298703,20,0.16433370487058693,470.63613878878493,35,Ontario,374847.0227,85,35,163.0,215.0,8.176857142857143,448.57142857142856,0.02267591706818164
P0W,35,Ontario,14646.5332,27,10376.9,384.3296296296296,12,0.18434396475474485,70.84884769864857,35,Ontario,14646.5332,22,10,151.25,190.0,8.022,406.0,0.15020619350386616
P0X,35,Ontario,18785.2943,65,332528.8,5115.827692307692,14,0.3460153403079769,1770.1548599108187,35,Ontario,18785.2943,18,8,150.76923076923077,190.0,11.272857142857143,541.25,0.09581963270067054
P7G,35,Ontario,4037.979,2,1553.0,776.5,2,0.04952972761869242,38.459833495914665,35,Ontario,4037.979,5,1,156.25,190.0,2.04,180.0,0.12382431904673105
R0A,46,Manitoba,6746.509,159,53517.738,336.5895471698113,19,2.356774444383013,793.2656430162622,46,Manitoba,6746.509,9,1,142.5,155.0,,,0.1334023270405479
R0B,46,Manitoba,365302.9907,4988,3844838.511,770.8176645950281,21,1.3654418734546647,1052.5067160365845,46,Manitoba,365302.9907,6,4,151.25,170.0,8.2875,220.0,0.0016424721813809119
R0C,46,Manitoba,39343.0403,1407,307019.06200000003,218.20828855721396,21,3.5762360744652466,780.3643532856306,46,Manitoba,39343.0403,27,7,145.83333333333334,190.0,4.8075,242.5,0.0686271314929365
R0E,46,Manitoba,13766.1928,693,45169.895000000004,65.18022366522366,21,5.03407158441076,328.1219118186402,46,Manitoba,13766.1928,9,3,144.0,190.0,8.63,430.0,0.06537755304429559
R0G,46,Manitoba,9685.8031,5,152.60000000000002,30.520000000000003,4,0.051621945525611605,1.5755017774416666,46,Manitoba,9685.8031,21,5,139.0,155.0,1.42,60.0,0.21681217120756874
R0H,46,Manitoba,7211.6618,12,35424.729999999996,2952.060833333333,8,0.16639715412056622,491.21452145745377,46,Manitoba,7211.6618,9,3,148.33333333333334,275.0,11.17,1000.0,0.12479786559042466
R0J,46,Manitoba,13598.1612,52,25029.721,481.34078846153847,16,0.3824046445338506,184.066953111278,46,Manitoba,13598.1612,19,4,128.0,155.0,3.115,80.0,0.13972477396429156
R0K,46,Manitoba,12815.9876,23,2194.5480000000002,95.41513043478263,12,0.17946334467427233,17.123518440358044,46,Manitoba,12815.9876,20,11,132.0,190.0,7.28625,401.25,0.15605508232545418
R0L,46,Manitoba,52618.0229,798,386914.548,484.85532330827067,21,1.5165906205115127,735.3270356344004,46,Manitoba,52618.0229,13,6,160.0,190.0,11.545,780.0,0.02470636349204219
R0M,46,Manitoba,11233.3874,1,150.0,150.0,1,0.008902034305342305,1.3353051458013458,46,Manitoba,11233.3874,18,2,147.5,260.0,10.6,1390.0,0.1602366174961615
R1A,46,Manitoba,433.1044,4,3.823,0.95575,4,0.9235648494912543,0.8826971049012663,46,Manitoba,433.1044,1,0,,,,,0.23089121237281357
R5G,46,Manitoba,214.8837,2,44.577,22.2885,2,0.9307360213920368,20.74470981279641,46,Manitoba,214.8837,1,0,,,,,0.4653680106960184
R7A,46,Manitoba,632.8509,1,178.327,178.327,1,0.1580151027674923,28.178359231218604,46,Manitoba,632.8509,1,0,,,,,0.1580151027674923
R7N,46,Manitoba,1116.0425,4,179.244,44.811,4,0.358409289968796,16.060678692791715,46,Manitoba,1116.0425,1,0,,,,,0.089602322492199
S0A,47,Saskatchewan,33998.1118,4,1707.2012857,426.800321425,4,0.01176535927504068,5.021459120267967,47,Saskatchewan,33998.1118,32,15,127.77777777777777,150.0,3.658,180.0,0.09412287420032545
S0E,47,Saskatchewan,27324.2923,31,36422.27627016,1174.9121377470967,12,0.11345216066218117,133.29632061563038,47,Saskatchewan,27324.2923,8,2,146.66666666666666,190.0,20.6,410.0,0.029277976945079012
S0H,47,Saskatchewan,30936.1752,3,1438.284,479.42800000000005,1,0.009697384956625149,4.649197874984882,47,Saskatchewan,30936.1752,28,14,127.14285714285714,190.0,14.61,237.5,0.09050892626183471
S0J,47,Saskatchewan,205672.1322,983,7555702.256139527,7686.370555584463,21,0.4779451593588332,3673.663600079859,47,Saskatchewan,205672.1322,22,8,154.64285714285714,190.0,8.808333333333334,483.3333333333333,0.010696636323391994
S0K,47,Saskatchewan,31703.027,5,8557.6605497,1711.53210994,3,0.01577136467126625,26.9931970524455,47,Saskatchewan,31703.027,44,20,116.36363636363636,190.0,5.072857142857143,194.28571428571428,0.138788009107143
S0M,47,Saskatchewan,107616.9007,328,4174625.45671555,12727.516636327895,20,0.3047848412902677,3879.1541380224394,47,Saskatchewan,107616.9007,26,15,173.1818181818182,215.0,10.014,630.0,0.024159774004716344
S0N,47,Saskatchewan,36943.2487,5,8851.273162540001,1770.2546325080002,4,0.013534272636937857,23.95910883316551,47,Saskatchewan,36943.2487,14,6,150.0,180.0,10.7,600.0,0.037895963383426
S6V,47,Saskatchewan,2864.3862,9,53144.06493257,5904.896103618888,6,0.3142034408628278,1855.3386736945597,47,Saskatchewan,2864.3862,2,0,,,,,0.06982298685840618
S9X,47,Saskatchewan,3886.102,4,16684.172,4171.043,3,0.10293090608532664,429.3292353108591,47,Saskatchewan,3886.102,1,0,,,,,0.02573272652133166
T0A,48,Alberta,36758.8253,255,375124.205,1471.0753137254903,21,0.6937109603445354,1020.5010686236484,48,Alberta,36758.8253,20,13,161.0,215.0,9.875833333333333,523.3333333333334,0.05440870277212042
T0B,48,Alberta,30126.9335,23,9400.317,408.70943478260864,11,0.07634364778612467,31.202369135909564,48,Alberta,30126.9335,18,5,126.66666666666667,155.0,1.1366666666666667,76.66666666666667,0.05974720261522799
T0C,48,Alberta,18267.1684,6,25.6,4.266666666666667,6,0.03284581314748267,0.1401421360959261,48,Alberta,18267.1684,23,9,133.75,150.0,4.67,495.0,0.12590895039868358
T0E,48,Alberta,31996.4341,272,60863.961,223.7645625,21,0.8500947297749033,190.22107529163696,48,Alberta,31996.4341,7,3,121.66666666666667,135.0,1.88,290.0,0.021877437898618835
T0G,48,Alberta,61454.256,591,549753.2000000001,930.2084602368867,21,0.9616909201536831,894.5730300599523,48,Alberta,61454.256,8,2,135.0,145.0,8.48,200.0,0.013017812793958486
T0H,48,Alberta,222929.3085,1714,2981531.801392556,1739.5168036129267,21,0.7688535937839684,1337.4337459054002,48,Alberta,222929.3085,31,9,145.0,170.0,7.41,316.6666666666667,0.01390575344650118
T0J,48,Alberta,37636.6318,6,1574.5,262.4166666666667,5,0.015941915397434687,4.183424298876819,48,Alberta,37636.6318,46,8,132.85714285714286,155.0,0.76,50.0,0.12222135138033259
T0K,48,Alberta,24909.8299,53,83827.097,1581.6433396226414,17,0.21276741034670815,336.52215746362845,48,Alberta,24909.8299,22,9,143.33333333333334,150.0,1.0,120.0,0.08831854769108641
T0L,48,Alberta,28134.5502,143,47291.469,330.7095734265734,21,0.5082718542982073,168.0903681196936,48,Alberta,28134.5502,24,9,134.28571428571428,180.0,4.043333333333333,250.0,0.08530436715494388
T0M,48,Alberta,21253.3146,59,25546.311999999998,432.9883389830508,16,0.2776037578627853,120.19919001246045,48,Alberta,21253.3146,31,11,160.0,275.0,7.441428571428571,375.0,0.14585960158892108
T1A,48,Alberta,1585.0244,1,20.4,20.4,1,0.06309051141420914,1.2870464328498663,48,Alberta,1585.0244,4,1,167.5,190.0,7.8,300.0,0.25236204565683656
T1B,48,Alberta,3971.4223,2,2887.5,1443.75,2,0.050359791755210714,72.70694934658547,48,Alberta,3971.4223,1,0,,,,,0.025179895877605357
T1J,48,Alberta,340.0114,2,6903.9,3451.95,2,0.5882155715955406,2030.4907423692264,48,Alberta,340.0114,1,0,,,,,0.2941077857977703
T4C,48,Alberta,711.5273,1,43.8,43.8,1,0.14054274516241333,6.155772238113703,48,Alberta,711.5273,4,0,,,,,0.5621709806496533
T4T,48,Alberta,7240.1975,42,28955.06,689.4061904761905,15,0.5800946728317838,399.92085851249226,48,Alberta,7240.1975,2,0,,,,,0.027623555849132567
T7A,48,Alberta,2176.0102,20,1891.7,94.58500000000001,11,0.9191133387150482,86.93433514236284,48,Alberta,2176.0102,1,1,190.0,190.0,3.36,600.0,0.045955666935752405
T7E,48,Alberta,8054.354,54,2858.5,52.93518518518518,16,0.6704448302123298,35.49012124373972,48,Alberta,8054.354,1,0,145.0,145.0,,,0.012415645003932033
T9S,48,Alberta,2102.1672,26,1324.0,50.92307692307692,15,1.2368188410512733,62.982620982764836,48,Alberta,2102.1672,1,1,,,,,0.04756995542504897
V0A,59,British Columbia / Colombie-Britannique,20695.6446,297,77145.154,259.7479932659933,20,1.4350845588061558,372.7603343169123,59,British Columbia / Colombie-Britannique,20695.6446,1,0,145.0,145.0,,,0.004831934541434868
V0C,59,British Columbia / Colombie-Britannique,322135.9905,1040,1525237.567840915,1466.5745844624182,20,0.3228450190820885,473.47629970607545,59,British Columbia / Colombie-Britannique,322135.9905,22,1,156.75,190.0,7.45,380.0,0.006829413865198026
V0E,59,British Columbia / Colombie-Britannique,48020.3801,539,138337.323,256.6555157699444,21,1.1224400949712598,288.080441495714,59,British Columbia / Colombie-Britannique,48020.3801,2,0,,,,,0.0041648983115816695
V0H,59,British Columbia / Colombie-Britannique,9878.8119,143,58627.9,409.9853146853147,16,1.4475424924327185,593.4711642803928,59,British Columbia / Colombie-Britannique,9878.8119,4,0,115.0,115.0,,,0.04049069908902709
V0J,59,British Columbia / Colombie-Britannique,175022.1807,623,1052236.1,1688.9825040128412,19,0.355954883837189,601.2015710189355,59,British Columbia / Colombie-Britannique,175022.1807,3,2,145.0,145.0,4.68,150.0,0.001714068461495292
V0K,59,British Columbia / Colombie-Britannique,35795.9575,499,327535.1,656.3829659318637,20,1.3940121590545527,915.0058355053081,59,British Columbia / Colombie-Britannique,35795.9575,2,0,,,,,0.005587223082382976
V0N,59,British Columbia / Colombie-Britannique,21444.9524,138,27652.2,200.37826086956522,15,0.6435080732564368,128.94502857464957,59,British Columbia / Colombie-Britannique,21444.9524,1,1,115.0,115.0,0.7,130.0,0.004663101980119108
V0X,59,British Columbia / Colombie-Britannique,10636.4799,114,98914.1,867.6675438596492,17,1.071783156380524,929.9514588468314,59,British Columbia / Colombie-Britannique,10636.4799,1,0,,,,,0.009401606634916876
V1E,59,British Columbia / Colombie-Britannique,456.3422,1,2.1,2.1,1,0.21913379915335465,0.46018097822204485,59,British Columbia / Colombie-Britannique,456.3422,1,0,,,,,0.21913379915335465
V1G,59,British Columbia / Colombie-Britannique,9955.2594,45,92156.5,2047.9222222222222,12,0.452022375228113,925.7066671713245,59,British Columbia / Colombie-Britannique,9955.2594,2,0,,,,,0.02008988334347169
V1J,59,British Columbia / Colombie-Britannique,181.1558,7,47.7,6.814285714285715,4,3.864077219719159,26.330926197229125,59,British Columbia / Colombie-Britannique,181.1558,1,1,130.0,130.0,3.08,80.0,0.5520110313884513
V1Z,59,British Columbia / Colombie-Britannique,818.1401,25,5122.8,204.912,9,3.055711362882714,626.1519267910228,59,British Columbia / Colombie-Britannique,818.1401,3,0,,,,,0.36668536354592574
V2J,59,British Columbia / Colombie-Britannique,21541.319,165,859506.3,5209.129090909091,19,0.7659698089982327,3990.035614810774,59,British Columbia / Colombie-Britannique,21541.319,4,2,128.75,145.0,5.21,315.0,0.018568965066623824
V2R,59,British Columbia / Colombie-Britannique,241.2295,3,3.2,1.0666666666666667,3,1.2436289923081547,1.326537591795365,59,British Columbia / Colombie-Britannique,241.2295,1,0,,,,,0.4145429974360516
V4S,59,British Columbia / Colombie-Britannique,169.696,3,6.9,2.3000000000000003,3,1.7678672449556854,4.066094663398077,59,British Columbia / Colombie-Britannique,169.696,1,1,115.0,115.0,0.3,60.0,0.5892890816518952
V4T,59,British Columbia / Colombie-Britannique,67.2407,9,635.3,70.58888888888889,6,13.384750604916366,944.8146732559296,59,British Columbia / Colombie-Britannique,67.2407,1,0,125.0,125.0,,,1.487194511657374
V7W,59,British Columbia / Colombie-Britannique,810.013,1,4.5,4.5,1,0.12345480874998302,0.5555466393749235,59,British Columbia / Colombie-Britannique,810.013,1,1,95.0,95.0,3.86,310.0,0.12345480874998302
V9J,59,British Columbia / Colombie-Britannique,187.5907,1,4.0,4.0,1,0.5330754669607821,2.1323018678431285,59,British Columbia / Colombie-Britannique,187.5907,1,0,,,,,0.5330754669607821
X0E,61,Northwest Territories / Territoires du Nord-Ouest,920802.8987,1893,6479341.476576458,3422.790003474093,21,0.2055814553443043,703.6621502521403,61,Northwest Territories / Territoires du Nord-Ouest,920802.8987,3,1,172.5,190.0,1.66,120.0,0.0003258026233665678
Y0A,60,Yukon,158266.8753,228,1046664.90531,4590.635549605263,17,0.14406046721262333,661.329102079012,60,Yukon,158266.8753,1,0,145.0,145.0,,,0.0006318441544413305
Y0B,60,Yukon,311462.8154,538,2917623.894484813,5423.092740678091,21,0.1727333002204667,936.7487064989822,60,Yukon,311462.8154,1,0,145.0,145.0,,,0.00032106561379268903
